cisp,mes,ano,mes_ano,aisp,risp,munic,mcirc,regiao,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,feminicidio,letalidade_violenta,tentat_hom,tentativa_feminicidio,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
12,2,2021,2021-02-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,34,2,0,3,44,14,3,61,1,0,7,1,0,0.0,0,0,4.0,9,83,10,46,4,43,10.0,100,213,0,3,0,69,11,9.0,2.0,0.0,3,55.0,22.0,10.0,3.0,28,2,0,0,0,0,637,3
13,2,2021,2021-02-01,19,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,21,1,0,8,21,15,0,36,1,1,3,2,0,0.0,0,0,1.0,1,45,2,27,6,29,6.0,76,146,0,3,0,43,10,7.0,3.0,0.0,2,33.0,15.0,7.0,0.0,20,0,0,0,0,0,395,3
14,2,2021,2021-02-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,12,0,0,6,34,30,1,65,3,0,8,0,0,0.0,0,0,0.0,12,88,6,43,5,101,23.0,161,339,0,0,0,73,27,18.0,8.0,1.0,1,65.0,8.0,12.0,1.0,15,1,0,0,0,0,680,3
15,2,2021,2021-02-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,7,1,1,12,12,5,3,20,5,0,4,0,0,0.0,0,0,2.0,4,35,8,7,9,13,3.0,43,83,0,0,0,35,6,5.0,1.0,0.0,8,14.0,2.0,1.0,0.0,15,1,0,0,0,0,278,3
16,2,2021,2021-02-01,31,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,1,,64,4,3,31,69,23,24,116,11,0,6,0,0,0.0,1,1,0.0,43,178,8,33,43,75,5.0,262,426,0,3,0,180,37,36.0,1.0,0.0,8,43.0,16.0,16.0,3.0,78,3,0,0,0,0,1356,3
17,2,2021,2021-02-01,4,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,5,,28,2,2,21,38,19,22,79,20,4,1,0,0,0.0,0,0,0.0,19,123,14,11,8,11,1.0,56,101,0,1,0,32,9,2.0,6.0,1.0,5,24.0,0.0,4.0,0.0,25,1,0,0,0,0,422,3
18,2,2021,2021-02-01,6,1,Rio de Janeiro,3304557,Capital,0,0,1,1,0,,1,1,,15,2,0,13,38,19,4,61,29,1,3,1,0,0.0,0,1,1.0,12,109,7,8,8,10,0.0,49,82,0,1,0,26,0,0.0,0.0,0.0,4,4.0,2.0,4.0,0.0,8,0,0,0,0,0,318,3
19,2,2021,2021-02-01,6,1,Rio de Janeiro,3304557,Capital,3,0,0,3,3,,6,9,,16,1,0,8,38,15,0,53,12,0,9,0,0,0.0,0,0,0.0,8,82,2,8,8,23,4.0,111,156,0,5,0,68,4,0.0,3.0,1.0,10,22.0,2.0,7.0,0.0,26,2,0,0,0,0,549,3
20,2,2021,2021-02-01,6,1,Rio de Janeiro,3304557,Capital,1,0,0,1,2,,3,2,,22,1,0,11,42,15,3,60,15,0,2,0,0,0.0,1,0,0.0,10,88,2,4,0,9,1.0,134,150,0,0,0,73,5,4.0,0.0,1.0,6,19.0,2.0,8.0,1.0,17,2,0,0,0,0,535,3
21,2,2021,2021-02-01,22,1,Rio de Janeiro,3304557,Capital,2,0,0,2,2,,4,7,,37,9,5,28,109,29,45,183,34,7,9,2,0,0.0,0,1,0.0,32,268,15,20,11,19,0.0,136,201,0,5,1,79,8,1.0,5.0,2.0,40,30.0,0.0,23.0,1.0,33,5,0,0,0,0,893,3
22,2,2021,2021-02-01,16,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,2,,29,3,1,13,90,32,21,143,27,8,1,0,0,1.0,0,0,0.0,7,187,27,22,11,30,1.0,141,232,0,1,1,90,3,1.0,2.0,0.0,31,19.0,1.0,13.0,0.0,46,3,0,0,0,0,875,3
23,2,2021,2021-02-01,3,1,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,0,,16,0,0,5,50,19,4,73,14,0,7,0,0,0.0,0,0,0.0,18,112,8,10,1,4,1.0,50,74,0,1,0,48,3,3.0,0.0,0.0,12,6.0,1.0,4.0,0.0,22,2,1,0,0,0,373,3
24,2,2021,2021-02-01,3,1,Rio de Janeiro,3304557,Capital,3,0,0,3,11,,14,0,,35,1,0,13,78,17,8,103,49,2,8,0,0,1.0,0,1,0.0,18,182,8,2,4,0,0.0,46,60,0,0,0,20,4,1.0,3.0,0.0,10,17.0,0.0,2.0,0.0,22,1,0,0,0,0,411,3
25,2,2021,2021-02-01,3,1,Rio de Janeiro,3304557,Capital,1,0,1,2,1,,3,3,,25,5,0,8,33,14,20,67,17,4,4,0,0,0.0,0,0,0.0,28,120,4,4,3,4,1.0,48,64,0,1,0,12,15,5.0,10.0,0.0,22,21.0,0.0,6.0,2.0,20,1,0,0,0,0,382,3
26,2,2021,2021-02-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,0,,21,0,1,23,48,17,4,69,43,5,5,2,0,0.0,0,0,0.0,33,157,0,4,2,6,0.0,60,72,0,0,0,49,4,2.0,1.0,1.0,19,13.0,0.0,3.0,0.0,29,3,0,0,0,0,482,3
27,2,2021,2021-02-01,41,2,Rio de Janeiro,3304557,Capital,2,0,1,3,0,,3,0,,40,1,0,26,74,28,41,143,49,12,4,1,0,0.0,0,1,0.0,16,226,19,3,6,11,2.0,100,141,0,1,0,50,2,0.0,2.0,0.0,46,16.0,1.0,3.0,1.0,44,3,0,0,0,0,639,3
28,2,2021,2021-02-01,18,2,Rio de Janeiro,3304557,Capital,2,0,0,2,3,,5,1,,18,2,0,6,34,11,3,48,16,2,5,2,0,0.0,0,0,0.0,10,83,8,4,12,10,0.0,33,67,0,1,0,25,1,0.0,1.0,0.0,6,5.0,1.0,2.0,0.0,25,2,1,0,0,0,291,3
29,2,2021,2021-02-01,9,2,Rio de Janeiro,3304557,Capital,6,0,0,6,6,,12,0,,51,3,3,35,163,57,39,259,48,2,20,1,0,1.0,0,1,1.0,43,376,22,34,31,32,0.0,109,228,0,1,2,93,5,2.0,2.0,1.0,13,26.0,1.0,9.0,0.0,35,3,0,0,0,0,1003,3
30,2,2021,2021-02-01,9,2,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,38,2,0,7,45,19,4,68,50,0,2,0,0,1.0,1,1,0.0,15,138,22,7,2,14,0.0,54,99,0,1,0,28,4,0.0,4.0,0.0,27,20.0,1.0,8.0,0.0,48,4,0,0,0,0,457,3
31,2,2021,2021-02-01,41,2,Rio de Janeiro,3304557,Capital,3,0,0,3,2,,5,4,,40,8,0,10,77,13,18,108,88,11,2,2,0,0.0,0,1,0.0,29,241,11,8,6,8,0.0,25,58,0,3,0,36,5,0.0,5.0,0.0,71,19.0,1.0,5.0,0.0,46,3,0,0,0,0,604,3
32,2,2021,2021-02-01,18,2,Rio de Janeiro,3304557,Capital,3,0,0,3,2,,5,2,,151,14,5,26,121,37,42,200,23,7,11,3,0,1.0,0,1,0.0,57,303,10,9,22,26,2.0,206,275,0,2,0,127,9,3.0,5.0,1.0,24,56.0,4.0,9.0,0.0,105,12,0,0,0,0,1287,3
33,2,2021,2021-02-01,14,2,Rio de Janeiro,3304557,Capital,2,0,0,2,2,,4,0,,82,4,6,21,123,59,19,201,76,6,11,2,0,0.0,0,3,0.0,56,355,34,4,10,12,1.0,102,163,0,0,0,61,6,2.0,4.0,0.0,45,38.0,2.0,5.0,0.0,34,1,0,0,0,0,908,3
34,2,2021,2021-02-01,14,2,Rio de Janeiro,3304557,Capital,8,0,0,8,6,,14,14,,109,16,2,45,147,44,43,234,78,14,12,2,0,2.0,1,3,0.0,33,379,36,13,12,18,1.0,143,223,0,1,0,71,25,5.0,15.0,5.0,40,64.0,1.0,16.0,0.0,67,9,1,1,1,0,1259,3
35,2,2021,2021-02-01,40,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,4,,163,5,3,37,58,19,12,89,64,9,5,0,0,0.0,0,0,0.0,18,185,58,23,8,26,0.0,94,209,0,4,0,157,2,1.0,1.0,0.0,21,78.0,3.0,20.0,0.0,94,9,0,0,0,0,1052,3
36,2,2021,2021-02-01,27,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,5,,129,8,8,28,36,11,8,55,6,0,1,1,0,0.0,0,0,0.0,13,76,11,6,3,8,0.0,53,81,0,1,0,83,1,1.0,0.0,0.0,7,11.0,1.0,7.0,0.0,88,4,1,1,0,0,602,3
37,2,2021,2021-02-01,17,1,Rio de Janeiro,3304557,Capital,6,0,0,6,0,,6,2,,37,2,0,18,19,4,3,26,4,1,4,0,0,0.0,0,0,0.0,8,43,10,4,4,8,3.0,57,86,0,0,0,69,6,1.0,5.0,0.0,12,25.0,0.0,3.0,0.0,39,4,1,0,0,0,568,3
38,2,2021,2021-02-01,16,1,Rio de Janeiro,3304557,Capital,3,0,1,4,1,,5,0,,51,6,2,14,59,36,11,106,50,17,2,0,0,0.0,0,3,0.0,32,210,9,4,1,5,0.0,18,37,0,0,0,25,5,1.0,4.0,0.0,55,18.0,1.0,2.0,0.0,47,3,0,0,0,0,551,3
39,2,2021,2021-02-01,41,2,Rio de Janeiro,3304557,Capital,3,0,0,3,6,,9,1,,27,5,1,14,92,11,67,170,99,9,1,0,0,0.0,0,0,0.0,38,317,13,5,1,4,0.0,33,56,0,1,0,34,14,0.0,13.0,1.0,116,25.0,4.0,5.0,1.0,16,3,1,0,0,0,671,3
40,2,2021,2021-02-01,9,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,0,,37,3,1,19,64,26,48,138,31,5,0,0,0,0.0,0,1,0.0,19,194,14,2,1,7,1.0,27,52,0,1,0,28,6,0.0,4.0,2.0,48,11.0,2.0,1.0,0.0,38,3,0,0,0,0,483,3
41,2,2021,2021-02-01,18,2,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,25,4,0,12,47,13,6,66,13,1,1,2,0,0.0,0,0,0.0,7,90,4,7,10,7,0.0,45,73,0,0,0,53,0,0.0,0.0,0.0,4,18.0,2.0,5.0,0.0,32,4,1,0,0,0,389,3
42,2,2021,2021-02-01,31,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,3,,53,4,1,14,30,9,4,43,13,4,3,2,0,0.0,1,0,0.0,8,74,31,8,4,17,9.0,98,167,0,2,0,54,93,90.0,2.0,1.0,9,40.0,1.0,9.0,0.0,55,5,1,0,0,0,739,3
43,2,2021,2021-02-01,27,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,3,,106,10,1,21,21,4,16,41,5,1,1,4,0,0.0,0,0,0.0,1,53,16,0,4,13,0.0,33,66,0,1,0,19,2,0.0,2.0,0.0,3,14.0,1.0,4.0,0.0,76,11,0,0,0,0,402,3
44,2,2021,2021-02-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,4,,20,0,2,27,59,24,19,102,27,2,3,1,0,0.0,0,0,0.0,19,154,7,3,1,6,0.0,62,79,0,1,0,31,8,1.0,7.0,0.0,7,24.0,1.0,1.0,0.0,18,4,0,0,0,0,435,3
48,2,2021,2021-02-01,24,3,Seropédica,3305554,Baixada Fluminense,3,0,0,3,0,,3,0,,22,2,0,5,6,11,0,17,2,4,0,0,0,0.0,0,0,0.0,4,27,8,0,0,7,1.0,12,28,0,0,0,11,7,3.0,4.0,0.0,3,18.0,0.0,3.0,1.0,15,5,1,0,0,0,164,3
50,2,2021,2021-02-01,24,3,Itaguaí,3302007,Baixada Fluminense,1,0,0,1,1,,2,5,,53,3,2,9,12,13,5,30,6,1,1,2,0,0.0,1,0,0.0,2,43,13,3,0,8,1.0,49,74,0,2,0,31,7,2.0,5.0,0.0,4,23.0,1.0,7.0,0.0,39,7,0,0,0,0,358,3
51,2,2021,2021-02-01,24,3,Paracambi,3303609,Baixada Fluminense,2,0,0,2,0,,2,0,,21,1,0,1,1,0,1,2,0,1,0,0,0,0.0,0,1,0.0,0,4,3,0,0,1,2.0,3,9,0,0,0,13,5,1.0,3.0,1.0,2,11.0,0.0,2.0,0.0,17,3,0,0,0,0,107,3
52,2,2021,2021-02-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,0,0,0,0,0,,0,5,,54,5,0,20,60,38,9,107,44,1,4,1,0,0.0,0,2,0.0,12,171,39,12,0,13,0.0,72,136,0,0,0,46,9,6.0,2.0,1.0,5,34.0,2.0,18.0,0.0,49,4,0,0,0,0,615,3
53,2,2021,2021-02-01,20,3,Mesquita,3302858,Baixada Fluminense,4,0,0,4,9,,13,2,,45,5,2,10,73,28,14,115,31,4,1,0,0,0.0,0,2,0.0,9,162,12,3,1,3,0.0,29,48,0,1,0,17,5,1.0,3.0,1.0,4,25.0,4.0,4.0,1.0,49,1,0,0,0,0,447,3
54,2,2021,2021-02-01,39,3,Belford Roxo,3300456,Baixada Fluminense,5,0,0,5,10,,15,7,,110,6,3,32,109,32,32,173,118,12,4,1,0,0.0,0,3,0.0,39,350,24,3,0,4,0.0,36,67,0,3,2,36,16,2.0,13.0,1.0,25,41.0,7.0,12.0,0.0,105,12,0,0,0,0,884,3
55,2,2021,2021-02-01,24,3,Queimados,3304144,Baixada Fluminense,3,0,1,4,0,,4,4,,45,15,1,10,24,20,4,48,20,1,3,1,0,0.0,0,2,0.0,10,85,9,3,0,6,1.0,28,47,0,1,0,24,2,0.0,2.0,0.0,6,15.0,1.0,6.0,0.0,25,1,0,0,0,0,339,3
56,2,2021,2021-02-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,3,0,1,4,0,,4,3,,95,9,7,21,58,22,5,85,35,4,4,4,0,1.0,0,2,0.0,15,150,6,1,1,2,0.0,28,38,0,0,1,41,6,5.0,1.0,0.0,5,20.0,4.0,2.0,0.0,95,4,1,0,0,0,551,3
57,2,2021,2021-02-01,20,3,Nilópolis,3303203,Baixada Fluminense,1,0,0,1,0,,1,0,,44,3,0,4,45,21,5,71,38,0,4,1,0,0.0,0,0,0.0,16,130,13,8,0,7,0.0,33,61,0,0,0,27,3,0.0,2.0,1.0,8,32.0,1.0,4.0,0.0,38,4,0,0,0,0,407,3
58,2,2021,2021-02-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,8,0,0,8,4,,12,9,,145,14,2,26,81,40,11,132,47,3,9,2,0,0.0,0,1,0.0,19,213,11,4,0,8,0.0,45,68,0,2,0,29,6,3.0,3.0,0.0,20,19.0,1.0,11.0,0.0,115,10,0,0,0,0,746,3
59,2,2021,2021-02-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,4,1,1,6,2,,8,3,,100,6,2,29,234,17,49,300,65,17,9,0,0,0.0,0,5,0.0,32,428,36,28,8,7,0.0,91,170,0,1,2,65,9,3.0,5.0,1.0,39,66.0,4.0,18.0,0.0,81,10,0,0,0,0,1107,3
60,2,2021,2021-02-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,6,0,0,6,9,,15,5,,67,6,5,12,78,18,37,133,75,28,0,0,0,0.0,0,0,0.0,22,258,24,3,0,2,0.0,31,60,0,4,0,20,14,0.0,13.0,1.0,17,57.0,10.0,10.0,0.0,56,5,0,0,0,0,636,3
61,2,2021,2021-02-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,1,0,0,1,3,,4,5,,14,7,1,0,5,1,2,8,1,1,1,0,0,0.0,0,0,0.0,4,15,6,0,2,0,0.0,10,18,0,0,0,13,0,0.0,0.0,0.0,0,3.0,0.0,2.0,0.0,14,0,0,0,0,0,99,3
62,2,2021,2021-02-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,6,0,0,6,1,,7,2,,43,4,2,13,54,9,8,71,50,6,4,0,0,0.0,0,0,0.0,14,145,8,2,2,3,1.0,26,42,0,0,0,25,11,0.0,11.0,0.0,12,23.0,4.0,4.0,0.0,49,5,0,0,0,0,394,3
63,2,2021,2021-02-01,24,3,Japeri,3302270,Baixada Fluminense,2,0,0,2,9,,11,4,,25,2,1,0,10,2,0,12,8,0,0,1,0,0.0,0,0,0.0,2,23,6,2,0,1,0.0,13,22,0,0,0,3,8,3.0,4.0,1.0,2,8.0,1.0,5.0,0.0,15,1,0,0,0,0,139,3
64,2,2021,2021-02-01,21,3,São João de Meriti,3305109,Baixada Fluminense,6,0,0,6,8,,14,22,,91,13,1,38,131,54,77,262,119,26,6,0,0,1.0,0,2,0.0,58,474,38,19,5,10,1.0,103,176,0,3,0,158,15,0.0,14.0,1.0,11,63.0,12.0,5.0,1.0,80,8,0,0,0,0,1267,3
65,2,2021,2021-02-01,34,3,Magé,3302502,Baixada Fluminense,3,0,0,3,2,,5,3,,22,3,0,10,2,2,0,4,2,4,0,1,0,0.0,0,0,0.0,1,12,3,1,1,1,1.0,21,28,0,0,0,4,8,0.0,6.0,2.0,3,11.0,4.0,2.0,0.0,10,3,0,0,0,0,144,3
66,2,2021,2021-02-01,34,3,Magé,3302502,Baixada Fluminense,2,0,0,2,0,,2,4,,67,6,2,15,10,12,0,22,14,1,3,0,0,0.0,0,0,0.0,4,44,8,2,0,6,2.0,40,58,0,2,0,21,7,3.0,4.0,0.0,7,14.0,5.0,12.0,0.0,63,6,1,0,0,0,367,3
67,2,2021,2021-02-01,34,3,Guapimirim,3301850,Baixada Fluminense,1,0,0,1,1,,2,0,,17,3,2,9,3,0,0,3,3,0,1,0,0,0.0,0,0,0.0,0,7,2,2,0,1,1.0,3,9,0,0,0,3,3,1.0,1.0,1.0,8,7.0,0.0,5.0,0.0,18,2,0,0,0,0,123,3
1,3,2021,2021-03-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,10,2,0,5,63,21,9,93,0,0,4,0,0,0.0,0,2,0.0,5,104,2,48,8,19,7.0,72,156,0,0,0,140,3,2.0,1.0,0.0,3,15.0,2.0,7.0,0.0,19,0,0,0,0,0,620,3
4,3,2021,2021-03-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,15,1,0,12,35,14,15,64,4,0,2,0,0,0.0,0,0,0.0,7,77,3,27,8,19,3.0,37,97,0,1,0,8,11,4.0,5.0,2.0,3,19.0,4.0,4.0,0.0,12,3,1,0,0,0,321,3
5,3,2021,2021-03-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,34,1,0,12,90,21,4,115,3,1,7,0,0,0.0,0,4,2.0,14,146,23,26,4,32,4.0,109,198,0,4,0,126,16,8.0,8.0,2.0,6,45.0,2.0,13.0,1.0,33,1,0,0,0,0,787,3
6,3,2021,2021-03-01,4,1,Rio de Janeiro,3304557,Capital,0,0,0,0,4,,4,3,,23,2,3,25,36,9,18,63,10,3,1,0,0,0.0,0,0,0.0,16,93,2,9,6,17,1.0,58,93,0,0,0,24,9,4.0,5.0,0.0,26,19.0,2.0,6.0,0.0,21,2,1,0,0,0,421,3
7,3,2021,2021-03-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,4,,8,0,0,0,7,3,7,17,6,0,1,2,0,0.0,0,0,0.0,11,37,8,2,1,2,0.0,16,29,0,0,0,7,3,0.0,2.0,1.0,9,1.0,1.0,3.0,0.0,8,0,0,0,0,0,147,3
9,3,2021,2021-03-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,5,,29,1,1,14,59,19,13,91,13,2,6,3,0,0.0,0,1,1.0,12,129,28,18,6,26,5.0,84,167,0,2,1,141,10,8.0,1.0,1.0,3,21.0,0.0,6.0,0.0,19,1,0,0,0,0,683,3
10,3,2021,2021-03-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,23,2,0,18,20,11,2,33,7,0,6,0,0,0.0,0,2,5.0,8,61,12,14,10,24,12.0,140,212,0,6,0,136,7,4.0,4.0,0.0,2,27.0,12.0,1.0,1.0,26,0,1,0,0,0,642,3
11,3,2021,2021-03-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,13,3,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,2,3,1,3,1,1,0.0,3,9,0,1,0,10,2,0.0,2.0,0.0,0,1.0,0.0,0.0,0.0,12,5,0,0,0,0,79,3
12,3,2021,2021-03-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,31,1,0,4,37,9,1,47,1,1,5,0,0,0.0,0,0,0.0,3,57,4,30,10,26,8.0,83,161,0,2,0,77,18,10.0,8.0,0.0,0,44.0,17.0,16.0,0.0,22,1,2,0,0,0,587,3
13,3,2021,2021-03-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,8,1,0,4,12,5,2,19,1,0,2,0,0,0.0,0,0,0.0,1,23,1,23,4,12,12.0,63,115,0,2,0,54,9,4.0,5.0,0.0,0,35.0,7.0,6.0,0.0,6,3,0,0,0,0,292,3
14,3,2021,2021-03-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,10,0,0,9,30,9,2,41,2,0,4,1,0,0.0,0,0,0.0,10,58,4,27,1,41,17.0,98,188,0,1,0,56,20,15.0,5.0,1.0,1,33.0,7.0,2.0,0.0,6,0,0,0,0,0,445,3
15,3,2021,2021-03-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,10,1,0,11,12,2,2,16,9,0,1,1,0,0.0,0,0,0.0,2,29,9,4,7,8,1.0,33,62,0,0,0,50,5,4.0,1.0,0.0,3,10.0,1.0,3.0,0.0,10,0,0,0,0,0,258,3
16,3,2021,2021-03-01,31,2,Rio de Janeiro,3304557,Capital,3,0,0,3,2,,5,2,,52,5,0,35,65,26,20,111,2,2,10,5,0,0.0,1,1,0.0,39,171,13,17,27,76,10.0,294,437,0,9,0,261,43,37.0,6.0,0.0,8,52.0,25.0,17.0,1.0,71,5,0,0,1,0,1475,3
17,3,2021,2021-03-01,4,1,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,2,,26,1,2,30,33,17,26,76,23,1,0,0,0,0.0,0,0,0.0,22,122,6,15,13,8,0.0,74,116,0,1,1,38,15,5.0,4.0,6.0,12,40.0,0.0,8.0,2.0,25,0,1,0,0,0,475,3
18,3,2021,2021-03-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,7,1,0,9,39,15,6,60,20,1,10,0,0,0.0,0,0,0.0,7,98,2,11,10,30,0.0,95,148,0,1,0,35,0,0.0,0.0,0.0,4,8.0,0.0,10.0,0.0,6,0,0,0,0,0,375,3
19,3,2021,2021-03-01,6,1,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,25,,27,0,0,14,34,24,6,64,18,1,9,0,0,0.0,0,0,0.0,12,104,2,23,3,15,6.0,104,153,0,2,1,126,10,4.0,5.0,1.0,5,37.0,3.0,6.0,0.0,27,4,0,0,0,0,653,3
20,3,2021,2021-03-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,5,,5,4,,25,1,0,11,43,6,2,51,23,1,3,3,0,0.0,0,0,0.0,17,98,2,10,5,8,2.0,113,140,0,0,0,89,7,4.0,3.0,0.0,2,28.0,1.0,6.0,0.0,25,0,0,0,0,0,535,3
21,3,2021,2021-03-01,22,1,Rio de Janeiro,3304557,Capital,3,0,0,3,1,,4,3,,44,5,2,39,92,31,71,194,30,5,6,0,0,0.0,0,0,0.0,29,264,17,19,15,23,0.0,212,286,0,3,0,87,11,3.0,7.0,1.0,47,50.0,1.0,32.0,0.0,39,7,0,0,0,0,1047,3
22,3,2021,2021-03-01,16,1,Rio de Janeiro,3304557,Capital,2,0,0,2,6,,8,1,,45,3,0,26,46,23,14,83,14,14,2,1,0,0.0,0,0,0.0,12,126,22,14,15,19,0.0,179,249,0,1,0,112,17,0.0,16.0,1.0,23,26.0,3.0,9.0,1.0,64,7,0,0,0,0,919,3
23,3,2021,2021-03-01,3,1,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,4,,24,1,1,5,36,17,2,55,18,1,1,0,0,0.0,0,2,0.0,14,91,7,7,4,5,1.0,55,79,0,1,0,44,7,4.0,3.0,1.0,6,9.0,3.0,3.0,0.0,21,1,0,0,0,0,393,3
24,3,2021,2021-03-01,3,1,Rio de Janeiro,3304557,Capital,1,0,1,2,2,,4,0,,23,1,1,22,83,26,3,112,46,5,5,0,0,0.0,0,3,0.0,26,197,8,11,3,3,0.0,39,64,0,0,0,25,5,1.0,3.0,1.0,12,17.0,0.0,5.0,1.0,22,1,0,0,0,0,425,3
25,3,2021,2021-03-01,3,1,Rio de Janeiro,3304557,Capital,0,0,1,1,4,,5,5,,23,2,0,7,44,13,17,74,21,4,6,1,0,0.0,0,0,0.0,41,147,3,4,6,3,0.0,39,55,0,0,0,17,15,4.0,11.0,0.0,20,26.0,0.0,8.0,0.0,26,1,0,0,0,0,407,3
26,3,2021,2021-03-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,2,,3,2,,23,1,1,9,48,8,10,66,30,3,6,1,0,0.0,1,1,0.0,13,121,3,7,8,4,0.0,58,80,0,1,1,65,7,4.0,3.0,0.0,11,11.0,2.0,4.0,0.0,27,2,2,0,0,0,482,3
27,3,2021,2021-03-01,41,2,Rio de Janeiro,3304557,Capital,2,0,0,2,1,,3,6,,41,8,2,22,84,31,49,164,52,7,6,0,0,0.0,0,2,0.0,42,273,19,3,3,9,0.0,97,131,0,2,0,69,5,1.0,3.0,1.0,66,40.0,3.0,5.0,1.0,34,5,0,0,0,0,749,3
28,3,2021,2021-03-01,18,2,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,4,,28,5,0,13,36,16,5,57,23,0,3,0,0,0.0,0,0,0.0,13,96,7,2,12,9,1.0,43,74,0,1,0,46,1,0.0,1.0,0.0,7,8.0,2.0,3.0,0.0,36,2,1,0,0,0,379,3
29,3,2021,2021-03-01,9,2,Rio de Janeiro,3304557,Capital,4,0,0,4,2,,6,0,,36,4,3,21,132,49,26,207,45,4,11,0,0,0.0,0,0,0.0,37,304,12,36,33,18,0.0,124,223,0,1,0,96,4,2.0,1.0,1.0,12,23.0,3.0,7.0,1.0,42,5,0,0,0,0,943,3
30,3,2021,2021-03-01,9,2,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,0,,39,3,0,8,42,32,9,83,53,3,6,0,0,0.0,0,1,0.0,16,162,20,6,2,7,1.0,45,81,0,0,1,42,5,0.0,5.0,0.0,24,24.0,3.0,1.0,0.0,43,1,0,0,0,0,476,3
31,3,2021,2021-03-01,41,2,Rio de Janeiro,3304557,Capital,9,0,1,10,3,,13,7,,44,6,0,13,87,12,15,114,82,11,2,1,0,0.0,1,0,0.0,23,234,15,5,6,12,0.0,47,85,0,1,0,48,9,1.0,6.0,2.0,77,34.0,5.0,5.0,0.0,38,5,0,0,0,0,668,3
